anime_id,name,genre,type,rating,sentiment,emotion
5203,Shin Maple Town Monogatari: Palm Town-hen,"Fantasy, Slice of Life",TV,7.07,Positive,neutral
4810,Shinzou Ningen Casshern,Action,TV,7.07,Positive,neutral
2415,Super Fishing Grander Musashi,"Adventure, Sports",TV,7.07,Positive,joy
1208,Tatsu no Ko Tarou,"Adventure, Demons, Fantasy, Historical",Movie,7.07,Positive,sadness
2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",OVA,7.07,Positive,neutral
9874,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,"Fantasy, Magic",OVA,7.07,Positive,neutral
1892,YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,7.07,Positive,neutral
15489,Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy, Game, Shounen",TV,7.07,Positive,neutral
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,7.07,Positive,neutral
7669,&quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi,"Comedy, Fantasy, School",OVA,7.06,Positive,neutral
873,.hack//Roots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,7.06,Positive,neutral
9776,A-Channel,"Comedy, School, Seinen, Slice of Life",TV,7.06,Positive,neutral
8,Beet the Vandel Buster,"Adventure, Fantasy, Shounen, Supernatural",TV,7.06,Positive,neutral
13145,Cardfight!! Vanguard: Asia Circuit-hen,"Action, Adventure, Demons, Game, Shounen",TV,7.06,Positive,neutral
30903,Children Record,Music,Music,7.06,Positive,neutral
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,7.06,Positive,sadness
1151,Dominion,"Comedy, Mecha, Police, Sci-Fi",OVA,7.06,Positive,neutral
9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,7.06,Positive,neutral
11809,gdgd Fairies,Comedy,TV,7.06,Positive,neutral
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,7.06,Positive,sadness
2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen",TV,7.06,Positive,neutral
456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,7.06,Positive,neutral
1180,Hyper Police,"Action, Comedy, Police, Romance, Sci-Fi",TV,7.06,Positive,neutral
10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,7.06,Positive,neutral
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,7.06,Positive,neutral
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,"Action, Comedy, Shounen, Sports",TV,7.06,Positive,neutral
3019,Lupin III: Kiri no Elusive,"Action, Adventure, Comedy, Shounen",Special,7.06,Positive,neutral
673,Mai-HiME Specials,Comedy,Special,7.06,Positive,neutral
9712,Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",TV,7.06,Positive,trust
32534,Monkey King: Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,7.08,Positive,trust
16910,Namiuchigiwa no Muromi-san,"Comedy, Fantasy, Slice of Life",TV,7.06,Positive,sadness
12119,Natsu-iro Kiseki,"School, Slice of Life, Supernatural",TV,7.06,Positive,neutral
1152,New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,7.06,Positive,neutral
32468,Nirvana,Music,Music,7.06,Positive,neutral
25099,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,7.06,Positive,neutral
12281,Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",TV,7.06,Positive,sadness
1710,Rockman.EXE,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,7.06,Positive,neutral
12223,Scryed Alteration II: Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,7.06,Positive,neutral
31374,Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",TV,7.06,Positive,neutral
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,7.06,Positive,neutral
10014,Shouwa Monogatari,"Drama, Historical",TV,7.06,Positive,neutral
3174,Sola Specials,"Comedy, Romance, Slice of Life, Supernatural",Special,7.06,Positive,neutral
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,Music,7.06,Positive,neutral
1897,Zettai Muteki Raijin-Oh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,7.06,Positive,neutral
308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,7.06,Positive,neutral
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural",TV,7.06,Positive,neutral
10737,A-Channel: +A-Channel,"Comedy, School, Seinen, Slice of Life",Special,7.05,Positive,neutral
8285,Ai no Senshi Rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,7.05,Positive,sadness
1798,Animation Seisaku Shinkou Kuromi-chan 2,"Comedy, Drama, Parody",OVA,7.05,Positive,neutral
834,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,7.05,Positive,neutral
2692,CB Chara Go Nagai World,"Action, Comedy, Parody",OVA,7.05,Positive,neutral
1844,CLAMP Gakuen Tanteidan,"Action, Comedy, Mystery",TV,7.05,Positive,neutral
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,"School, Supernatural",Special,7.05,Positive,neutral
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Movie,7.05,Positive,neutral
2595,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School",TV,7.05,Positive,neutral
502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,7.05,Positive,neutral
22695,Dragon Ball Z: Summer Vacation Special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,7.05,Positive,neutral
870,Dragon Half,"Comedy, Fantasy, Parody",OVA,7.05,Positive,neutral
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,7.05,Positive,neutral
2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,7.05,Positive,neutral
811,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,7.05,Positive,neutral
4935,Ikkyuu-san,"Comedy, Historical, Kids",TV,7.05,Positive,neutral
6566,It&#039;s a Rumic World: 50th Anniversary Weekly★Shonen Sunday,"Comedy, Sci-Fi",Special,7.05,Positive,neutral
143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,7.05,Positive,sadness
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",OVA,7.05,Positive,neutral
5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,7.05,Positive,neutral
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,7.05,Positive,neutral
4807,Mashin Eiyuuden Wataru 2,"Adventure, Comedy, Mecha",TV,7.05,Positive,neutral
2573,Minami no Niji no Lucy,"Adventure, Drama, Slice of Life",TV,7.05,Positive,sadness
196,Onegai☆Twins,"Comedy, Drama, Harem, School, Sci-Fi",TV,7.05,Positive,neutral
19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,Comedy,Special,7.05,Positive,neutral
31231,Pokemon the Movie XY&amp;Z: Volcanion to Karakuri no Magiana,"Adventure, Fantasy, Kids",Movie,7.05,Positive,neutral
34325,Pokemon XY&amp;Z Specials,"Action, Adventure, Comedy, Fantasy, Kids",Special,7.05,Positive,neutral
1119,Pokemon: Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,7.05,Positive,neutral
1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",OVA,7.05,Positive,neutral
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,7.05,Positive,neutral
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",TV,7.05,Positive,neutral
1256,Saint Seiya: Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,7.05,Positive,neutral
789,Shinigami no Ballad.,"Drama, Fantasy, Psychological, Supernatural",TV,7.05,Positive,sadness
14617,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,7.05,Positive,neutral
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,7.05,Positive,neutral
10923,Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",Special,7.05,Positive,neutral
15673,Tell Your World,Music,Music,7.05,Positive,neutral
1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,7.05,Positive,neutral
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,"Fantasy, Magic",OVA,7.05,Positive,neutral
26453,Tribe Cool Crew,"Music, School",TV,7.05,Positive,trust
5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,7.05,Positive,neutral
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Movie,7.05,Positive,neutral
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,7.04,Positive,neutral
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance",Special,7.04,Positive,neutral
3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,7.04,Positive,neutral
280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,7.04,Positive,neutral
1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Drama, Parody",OVA,7.04,Positive,neutral
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",OVA,7.04,Positive,neutral
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Comedy, Kids, Shounen",Movie,7.04,Positive,neutral
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,7.04,Positive,sadness
8624,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,7.04,Positive,sadness
28221,Etotama,"Action, Comedy, Fantasy",TV,7.04,Positive,neutral
5155,Genji Monogatari Sennenki,"Drama, Historical, Romance",TV,7.04,Positive,neutral
19261,Gintama x Mameshiba,"Comedy, Parody",Special,7.04,Positive,neutral
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,7.04,Positive,neutral
2280,Hare Tokidoki Buta (TV),Comedy,TV,7.04,Positive,neutral
2999,Hi no Tori: Yamato-hen,"Drama, Historical",OVA,7.04,Positive,sadness
10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,7.04,Positive,neutral
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,7.04,Positive,neutral
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,7.04,Positive,neutral
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,"Mystery, Shounen",OVA,7.04,Positive,neutral
580,Kogepan,Comedy,TV,7.04,Positive,neutral
10122,Kowarekake no Orgel Special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,7.04,Positive,neutral
1431,Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,7.04,Positive,neutral
1504,Macross Flash Back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,7.04,Positive,neutral
31884,Mahoutsukai Precure!,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",TV,7.04,Positive,neutral
1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,7.04,Positive,neutral
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,"Mecha, Sci-Fi",OVA,7.04,Positive,neutral
30514,Nisekoimonogatari,Music,ONA,7.04,Positive,neutral
12591,Ojamajo Doremi OVA,"Kids, Magic",OVA,7.04,Positive,neutral
32634,Okusama ga Seitokaichou!: Okusama Gekijou,"Comedy, Shounen",Special,7.04,Positive,neutral
33606,One Piece Film: Gold Episode 0 - 711 ver.,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,7.04,Positive,neutral
17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Fantasy, Kids",TV,7.04,Positive,joy
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,7.04,Positive,neutral
16678,Pokemon: Pikachu to Eevee Friends,"Adventure, Comedy, Fantasy, Kids",Movie,7.04,Positive,trust
32160,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,7.04,Positive,neutral
31559,Prince of Stride: Alternative,Sports,TV,7.04,Positive,neutral
5996,Prince of Tennis: Oshougatsu Special,"Action, Comedy, Shounen, Sports",Special,7.04,Positive,trust
1357,Shin Hokuto no Ken,"Action, Martial Arts, Sci-Fi, Shounen",OVA,7.04,Positive,sadness
28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Movie,7.04,Positive,sadness
7768,Tantei Opera Milky Holmes,"Comedy, Mystery, Super Power",TV,7.04,Positive,neutral
4208,Tetsujin 28-gou (1980),"Action, Mecha",TV,7.04,Positive,neutral
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,7.04,Positive,neutral
4166,To Heart 2 AD,"Comedy, Ecchi, Romance",OVA,7.04,Positive,neutral
687,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,7.04,Positive,neutral
711,Uchuu Senkan Yamato (Movie),"Drama, Military, Sci-Fi, Space",Movie,7.04,Positive,neutral
8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,7.04,Positive,neutral
2746,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi",Movie,7.04,Positive,neutral
19023,"Wake Up, Girls!","Drama, Music",TV,7.04,Positive,neutral
6165,White Album 2nd Season,"Drama, Harem, Music, Romance",TV,7.04,Positive,neutral
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7.04,Positive,sadness
1249,"Zone of the Enders: Dolores, I","Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,7.04,Positive,neutral
31763,Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",Movie,7.03,Positive,neutral
1762,Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,7.03,Positive,neutral
10431,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,"Comedy, Parody",ONA,7.03,Positive,neutral
11703,Code:Breaker,"Action, Comedy, School, Shounen, Super Power, Supernatural",TV,7.03,Positive,neutral
891,Dragon Ball Movie 2: Majinjou no Nemuri Hime,"Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power",Movie,7.03,Positive,neutral
12035,Dwaejiui Wang,"Drama, Psychological, Seinen, Thriller",Movie,7.03,Positive,neutral
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,7.03,Positive,neutral
1929,Futari wa Precure: Max Heart,"Action, Comedy, Fantasy, Magic, Shoujo",TV,7.03,Positive,neutral
981,Ichigo 100% OVA,"Comedy, Ecchi, Harem, Romance, School, Shounen",OVA,7.03,Positive,neutral
20945,Iron Kid,"Action, Adventure, Comedy, Sci-Fi",TV,7.03,Positive,neutral
11281,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Comedy, Mecha, Parody, Samurai, Shounen",Special,7.03,Positive,neutral
5968,Kinnikuman II Sei: Ultimate Muscle 2,"Action, Comedy, Martial Arts, Sci-Fi, Shounen, Sports",TV,7.03,Positive,neutral
18045,Koi to Senkyo to Chocolate Special,"Drama, Romance, School",Special,7.03,Positive,neutral
1578,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Sci-Fi, Shoujo",TV,7.03,Positive,neutral
1032,Kumo no You ni Kaze no You ni,"Adventure, Drama, Historical, Romance",Movie,7.03,Positive,sadness
33197,Lostorage Incited WIXOSS,"Game, Psychological",TV,7.03,Positive,neutral
1415,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,"Action, Adventure, Comedy, Shounen",Special,7.03,Positive,neutral
9630,Mini Sengoku Basara Two: Tsukiyo no Katakura-kun,"Comedy, Historical",Special,7.03,Positive,neutral
2613,Mirai Shounen Conan 2: Taiga Daibouken,"Adventure, Drama, Sci-Fi",TV,7.03,Positive,neutral
2235,Mizu no Kotoba,"Drama, Psychological, Sci-Fi",Special,7.03,Positive,sadness
1174,Munto,"Fantasy, Magic, Romance",OVA,7.03,Positive,neutral
31442,Musaigen no Phantom World,"Action, Comedy, Fantasy, Slice of Life, Supernatural",TV,7.03,Positive,sadness
229,Ninin ga Shinobuden,"Comedy, Martial Arts, Parody",TV,7.03,Positive,neutral
28431,Pokemon Omega Ruby &amp; Alpha Sapphire: Mega Special Animation,"Action, Adventure, Fantasy, Kids",ONA,7.04,Positive,neutral
6201,Princess Lover!,"Comedy, Ecchi, Harem, School",TV,7.03,Positive,joy
1954,Rayearth,"Action, Adventure, Fantasy",OVA,7.03,Positive,neutral
1942,Rocket Girls,"Adventure, Sci-Fi",TV,7.03,Positive,neutral
28105,Shirobako Specials,"Adventure, Comedy",Special,7.03,Positive,neutral
33491,Shounen Maid Special,"Comedy, Shoujo, Slice of Life",OVA,7.03,Positive,trust
508,Tottoko Hamtarou,"Adventure, Comedy, Kids",TV,7.03,Positive,neutral
1549,1000-nen Joou: Queen Millennia,"Adventure, Drama, Fantasy, Sci-Fi",Movie,7.02,Positive,neutral
2832,Ani*Kuri15,"Adventure, Comedy, Drama, Fantasy, Game, Magic, Martial Arts, Mecha, School, Sci-Fi, Slice of Life, Super Power, Supernatural",Special,7.02,Positive,neutral
971,Astro Boy: Tetsuwan Atom,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen, Super Power",TV,7.02,Positive,neutral
4999,Asu no Yoichi!,"Comedy, Ecchi, Harem, Martial Arts, Romance, Shounen",TV,7.02,Positive,sadness
23369,Bakuman. 2nd Season Special,Comedy,Special,7.02,Positive,trust
1668,Bakuten Shoot Beyblade G Revolution,"Action, Adventure, Comedy, Sci-Fi, Shounen, Sports",TV,7.02,Positive,sadness
1186,Battle Athletess Daiundoukai (TV),"Action, Adventure, Comedy, Drama, School, Sci-Fi, Shounen, Sports",TV,7.02,Positive,sadness
8440,Black Lagoon Omake,Comedy,Special,7.02,Positive,neutral
3456,Candy☆Boy: Side Story For Archive,"Romance, School, Shoujo Ai",ONA,7.02,Positive,neutral
2118,Captain Tsubasa: Europe Daikessen,"Action, Shounen, Sports",Movie,7.02,Positive,neutral
1890,Clover,"Drama, Fantasy, Music, Sci-Fi, Shoujo",Music,7.02,Positive,neutral
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,Comedy,Movie,7.02,Positive,neutral
956,Daikuu Maryuu Gaiking,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.02,Positive,neutral
24169,Detective Conan: The Fugitive Kogorou Mouri,"Comedy, Mystery",ONA,7.02,Positive,neutral
3031,Digimon Frontier: Ornismon Fukkatsu!!,"Adventure, Comedy, Drama, Fantasy, Shounen",Movie,7.02,Positive,neutral
993,Dual Parallel! Trouble Adventures Special,"Comedy, Drama, Harem, Mecha, Romance, Sci-Fi",Special,7.02,Positive,trust
7559,Fate/stay night TV Reproduction,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,7.02,Positive,neutral
126,Futakoi Alternative,"Comedy, Drama, Romance",TV,7.02,Positive,neutral
3519,Garakuta-doori no Stain,Comedy,TV,7.02,Positive,sadness
4240,Ginga Senpuu Braiger,"Action, Adventure, Mecha, Space",TV,7.02,Positive,neutral
12481,Gregory Horror Show: The Second Guest,"Comedy, Demons, Horror, Mystery, Supernatural, Vampire",TV,7.02,Positive,sadness
2230,Hana no Ko Lunlun,"Drama, Magic, Shoujo",TV,7.02,Positive,sadness
11161,Hoshizora e Kakaru Hashi: Kakaru ka? Gakuensai ni Koi no Hashi,"Comedy, Ecchi, Romance, School",Special,7.02,Positive,neutral
642,Ichigo 100%: Koi ga Hajimaru?! Satsuei Gasshuku - Yureru Kokoro ga Higashi e Nishi e,"Ecchi, Romance, Shounen",Special,7.02,Positive,neutral
1192,Kakurenbo,"Horror, Psychological, Supernatural",Movie,7.02,Positive,neutral
2487,Kyouryuu Boukenki Jura Tripper,"Adventure, Drama, Fantasy, Sci-Fi",TV,7.02,Positive,neutral
10213,Maji de Watashi ni Koi Shinasai!,"Comedy, Ecchi, Harem, Martial Arts, Romance, School, Super Power",TV,7.02,Positive,neutral
2501,Papuwa,"Adventure, Comedy",TV,7.02,Positive,neutral
2201,Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Drama, Fantasy, Kids",Movie,7.02,Positive,neutral
212,Project A-Ko,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,7.02,Positive,neutral
11227,Rinne no Lagrange,"Action, Comedy, Mecha, Sci-Fi",TV,7.02,Positive,sadness
29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,"Comedy, Ecchi, Harem, Romance",Special,7.01,Positive,neutral
419,Samurai Deeper Kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,7.02,Positive,neutral
8677,Sangokushi (1985),Historical,Special,7.02,Positive,neutral
11751,"Senki Zesshou Symphogear: Meteoroid-Falling, Burning, and Disappear, Then...","Action, Music, Sci-Fi",TV,7.02,Positive,neutral
7375,Shakugan no Shana S Specials,"Comedy, Parody",Special,7.02,Positive,sadness
2578,TaoTao Ehonkan Sekai Doubutsu Banashi,"Adventure, Comedy, Fantasy, Kids",TV,7.02,Positive,neutral
1587,Tenpou Ibun: Ayakashi Ayashi,"Demons, Historical, Supernatural",TV,7.02,Positive,neutral
2715,Totsuzen! Neko no Kuni Banipal Witt,Adventure,Movie,7.02,Positive,neutral
1540,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...","Romance, Shounen, Sports",Special,7.02,Positive,sadness
1111,Vandread: Gekitou-hen,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",OVA,7.02,Positive,neutral
31909,Wakaba*Girl: Onsen Tsukaritai,"Comedy, Slice of Life",Special,7.02,Positive,neutral
1024,Weiß Kreuz OVA,"Action, Drama",OVA,7.02,Positive,neutral
1248,Zone of the Enders: Idolo,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,7.02,Positive,neutral
29223,Aldnoah.Zero Extra Archives,"Action, Mecha, Sci-Fi",Special,7.01,Positive,neutral
5755,Aoki Ryuusei SPT Layzner OVA,"Action, Mecha, Military, Sci-Fi, Shounen, Space",OVA,7.01,Positive,neutral
492,Armitage III: Dual-Matrix,"Action, Adventure, Mecha, Sci-Fi",Movie,7.01,Positive,neutral
405,Blood: The Last Vampire,"Horror, Supernatural, Vampire",Movie,7.01,Positive,neutral
2122,Captain Tsubasa: Saikyou no Teki! Holland Youth,"Action, Shounen, Sports",OVA,7.01,Positive,neutral
3690,Chou Hatsumei Boy Kanipan,"Adventure, Comedy, Mecha, Romance",TV,7.01,Positive,neutral
2055,Coo: Tooi Umi kara Kita Coo,"Adventure, Drama, Mystery, Slice of Life",Movie,7.01,Positive,neutral
2722,Crusher Joe: The Movie,"Action, Adventure, Sci-Fi, Space",Movie,7.01,Positive,neutral
12565,Fate/Prototype,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,7.01,Positive,neutral
5136,Flag Director&#039;s Edition: Issenman no Kufura no Kiroku,Action,Movie,7.01,Positive,sadness
6734,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,"Sci-Fi, Space",Special,7.01,Positive,neutral
3854,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,"Drama, Sci-Fi, Space",OVA,7.01,Positive,neutral
7109,Gyouten Ningen Batsealer,"Action, Adventure, Fantasy, Magic",TV,7.01,Positive,neutral
3710,Hakaba Kitarou,"Horror, Supernatural",TV,7.01,Positive,neutral
3227,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,"Action, Fantasy, Historical, Military, Shoujo",Special,7.01,Positive,neutral
4190,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,"Comedy, Fantasy, Shoujo",Special,7.01,Positive,neutral
31234,Himouto! Umaru-chanS,"Comedy, Seinen, Slice of Life",Special,7.01,Positive,neutral
5043,Hurricane Live! 2032,Music,Special,7.01,Positive,neutral
8277,Hyakka Ryouran: Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,7.01,Positive,neutral
641,Ichigo 100% Special 2,"Comedy, Ecchi, Romance, Shounen",Special,7.01,Positive,trust
20423,Kamisama no Inai Nichiyoubi: Kioku,"Fantasy, Mystery",Special,7.01,Positive,neutral
5914,Kanamemo,"Comedy, Ecchi, Shoujo Ai, Slice of Life",TV,7.01,Positive,neutral
15783,Lupin III: Touhou Kenbunroku - Another Page,"Action, Adventure, Comedy, Mystery, Shounen",Special,7.01,Positive,neutral
193,Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,7.01,Positive,neutral
2016,Mermaid Forest OVA,"Drama, Fantasy, Horror, Mystery",OVA,7.01,Positive,neutral
1040,Mizuiro Jidai,"Shoujo, Slice of Life",TV,7.01,Positive,neutral
9693,Moshidora,"Drama, Sports",TV,7.01,Positive,neutral
3615,Neo Angelique Abyss,"Comedy, Fantasy, Harem, Romance, Shoujo",TV,7.01,Positive,neutral
5023,Ninpuu Kamui Gaiden,"Action, Adventure, Historical, Martial Arts, Samurai",TV,7.01,Positive,neutral
561,Sakura Taisen,"Adventure, Mecha, Sci-Fi, Shounen",TV,7.01,Positive,neutral
1166,Sakura Taisen: Gouka Kenran,"Adventure, Mecha, Sci-Fi, Shounen",OVA,7.01,Positive,neutral
4332,Seigi wo Aisuru Mono Gekkou Kamen,"Action, Mystery",TV,7.01,Positive,neutral
2029,Sirius no Densetsu,"Drama, Fantasy, Romance",Movie,7.01,Positive,sadness
20021,Sword Art Online: Extra Edition,"Action, Adventure, Fantasy, Game, Romance",Special,7.0,Positive,neutral
12727,Thermae Romae Specials,"Comedy, Historical, Seinen",Special,7.01,Positive,neutral
2493,Touch 3: Kimi ga Toorisugita Ato ni - Don&#039;t Pass Me By,"Drama, School, Sports",Movie,7.01,Positive,neutral
1129,UFO Princess Valkyrie: Special,"Comedy, Romance, Sci-Fi",Special,7.01,Positive,trust
1481,"Urusei Yatsura: Haru da, Tobidase!","Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Special,7.01,Positive,neutral
